id,year,month,day,hr,min,sec,Lat,Lon,depth,Mw,time_date
55,2016,8,24,4,12,9,42.7823,13.2088,6.6,2.91,24/08/2016 04:12
56,2016,8,24,4,14,7,42.8343,13.1687,10.9,2.57,24/08/2016 04:14
57,2016,8,24,4,15,18,42.8183,13.1907,9.5,3.08,24/08/2016 04:15
58,2016,8,24,4,24,24,42.5687,13.255,10.3,2.85,24/08/2016 04:24
59,2016,8,24,4,25,58,42.6413,13.2408,9.4,3.55,24/08/2016 04:25
60,2016,8,24,4,27,42,42.8192,13.1657,9,3.09,24/08/2016 04:27
61,2016,8,24,4,30,53,42.6402,13.2177,9.3,3.03,24/08/2016 04:30
62,2016,8,24,4,33,9,42.6283,13.2397,10.1,3.54,24/08/2016 04:33
63,2016,8,24,4,38,9,42.6395,13.211,7.1,3.53,24/08/2016 04:38
64,2016,8,24,4,38,9,42.6352,13.2247,9.9,3.48,24/08/2016 04:38
65,2016,8,24,4,44,38,42.7352,13.1847,9.7,3.72,24/08/2016 04:44
66,2016,8,24,4,47,25,42.7812,13.148,5.2,2.53,24/08/2016 04:47
67,2016,8,24,4,52,45,42.7302,13.179,11.3,3.01,24/08/2016 04:52
68,2016,8,24,4,55,19,42.6008,13.2893,7,3.03,24/08/2016 04:55
69,2016,8,24,4,57,37,42.8388,13.0475,8.7,3.57,24/08/2016 04:57
70,2016,8,24,4,59,16,42.7207,13.231,9.5,2.93,24/08/2016 04:59
71,2016,8,24,5,2,24,42.4597,13.2865,9.8,3.64,24/08/2016 05:02
72,2016,8,24,5,4,42,42.7678,13.1677,5.8,2.53,24/08/2016 05:04
73,2016,8,24,5,24,0,42.7563,13.2222,6.4,3.18,24/08/2016 05:24
74,2016,8,24,5,28,58,42.7278,13.1805,10.2,2.77,24/08/2016 05:28
75,2016,8,24,5,31,31,42.6735,13.2088,10.4,3.44,24/08/2016 05:31
76,2016,8,24,5,36,18,42.7968,13.1493,7.2,3.35,24/08/2016 05:36
77,2016,8,24,5,37,45,42.6012,13.2843,10.7,3.03,24/08/2016 05:37
78,2016,8,24,5,45,35,42.6493,13.2088,11.6,2.82,24/08/2016 05:45
79,2016,8,24,6,0,58,42.6115,13.304,10.9,2.8,24/08/2016 06:00
80,2016,8,24,6,7,54,42.7533,13.2393,10.3,2.54,24/08/2016 06:07
81,2016,8,24,6,11,34,42.6973,13.2052,12.1,3.04,24/08/2016 06:11
82,2016,8,24,6,19,42,42.7873,13.1135,3.5,2.64,24/08/2016 06:19
83,2016,8,24,6,21,35,42.8078,13.1978,9.3,2.71,24/08/2016 06:21
84,2016,8,24,6,27,0,42.811,13.151,9.7,3.18,24/08/2016 06:27
85,2016,8,24,6,35,1,42.8038,13.1705,9.1,2.61,24/08/2016 06:35
86,2016,8,24,6,36,30,42.8008,13.1345,9,2.63,24/08/2016 06:36
87,2016,8,24,6,39,48,42.7715,13.2292,6.8,2.66,24/08/2016 06:39
88,2016,8,24,6,45,9,42.7678,13.1312,4.3,2.61,24/08/2016 06:45
89,2016,8,24,6,54,54,42.7877,13.1442,10.1,3.47,24/08/2016 06:54
90,2016,8,24,6,59,37,42.809,13.1612,11,2.66,24/08/2016 06:59
91,2016,8,24,7,7,1,42.604,13.23,11.1,2.91,24/08/2016 07:07
92,2016,8,24,7,10,3,42.7783,13.173,9.7,3.62,24/08/2016 07:10
93,2016,8,24,7,10,55,42.7778,13.1682,7.8,3.34,24/08/2016 07:10
94,2016,8,24,7,25,2,42.7193,13.2352,4.3,3.08,24/08/2016 07:25
95,2016,8,24,7,28,25,42.7063,13.1642,11.1,2.77,24/08/2016 07:28
96,2016,8,24,7,45,37,42.7118,13.2622,9.7,2.67,24/08/2016 07:45
97,2016,8,24,7,48,8,42.777,13.2043,9.9,3.08,24/08/2016 07:48
98,2016,8,24,7,52,17,42.6428,13.2893,2.5,3.16,24/08/2016 07:52
99,2016,8,24,7,53,1,42.806,13.1683,9.1,3.27,24/08/2016 07:53
100,2016,8,24,7,55,22,42.8127,13.1653,9.6,2.84,24/08/2016 07:55
101,2016,8,24,8,0,55,42.7293,13.2118,9,2.92,24/08/2016 08:00
102,2016,8,24,8,1,58,42.776,13.185,10.1,2.89,24/08/2016 08:01
103,2016,8,24,8,2,55,42.7923,13.2317,6.8,2.9,24/08/2016 08:02
104,2016,8,24,8,19,53,42.6372,13.3038,7.3,2.53,24/08/2016 08:19
105,2016,8,24,8,30,38,42.7973,13.1928,9.6,2.71,24/08/2016 08:30
106,2016,8,24,8,38,10,42.703,13.2527,13.8,2.53,24/08/2016 08:38
107,2016,8,24,8,39,5,42.8133,13.1942,14.8,2.69,24/08/2016 08:39
108,2016,8,24,8,55,33,42.8265,13.2725,6.7,3.07,24/08/2016 08:55
109,2016,8,24,8,56,38,42.7848,13.1368,10,2.81,24/08/2016 08:56
110,2016,8,24,8,58,51,42.7575,13.1775,10.4,2.68,24/08/2016 08:58
111,2016,8,24,9,2,58,42.8187,13.195,10.3,3.16,24/08/2016 09:02
112,2016,8,24,9,4,37,42.8112,13.1953,10.2,2.92,24/08/2016 09:04
113,2016,8,24,9,5,9,42.6535,13.2667,11.8,2.61,24/08/2016 09:05
114,2016,8,24,9,28,8,42.4708,13.2475,12.4,2.75,24/08/2016 09:28
115,2016,8,24,9,31,43,42.8123,13.1727,9.9,3.74,24/08/2016 09:31
116,2016,8,24,9,41,15,42.8212,13.1668,9.9,2.86,24/08/2016 09:41
117,2016,8,24,9,43,48,42.6618,13.2958,9,3.08,24/08/2016 09:43
118,2016,8,24,9,45,54,42.6097,13.2858,14.4,2.53,24/08/2016 09:45
119,2016,8,24,10,6,41,42.7437,13.1793,10.5,3.16,24/08/2016 10:06
120,2016,8,24,10,9,26,42.6535,13.3092,15.8,3.06,24/08/2016 10:09
121,2016,8,24,10,15,10,42.716,13.219,9.6,3.03,24/08/2016 10:15
122,2016,8,24,10,22,43,42.7562,13.1177,8.2,2.81,24/08/2016 10:22
123,2016,8,24,10,28,58,42.7567,13.119,6,2.68,24/08/2016 10:28
124,2016,8,24,10,32,42,42.603,13.2325,11,2.98,24/08/2016 10:32
125,2016,8,24,10,44,48,42.7423,13.2328,15.9,2.68,24/08/2016 10:44
126,2016,8,24,10,52,34,42.8225,13.2377,7.1,2.78,24/08/2016 10:52
127,2016,8,24,11,5,42,42.6432,13.2282,2.4,2.75,24/08/2016 11:05
128,2016,8,24,11,23,58,42.7652,13.1663,10.2,2.73,24/08/2016 11:23
129,2016,8,24,11,28,52,42.7477,13.2557,10.9,2.53,24/08/2016 11:28
130,2016,8,24,11,31,53,42.7458,13.1927,10.9,3.09,24/08/2016 11:31
131,2016,8,24,11,36,26,42.8203,13.1613,9.8,2.67,24/08/2016 11:36
132,2016,8,24,11,37,40,42.8063,13.2233,9.1,2.65,24/08/2016 11:37
133,2016,8,24,11,40,15,42.7358,13.1957,10.4,2.9,24/08/2016 11:40
134,2016,8,24,11,50,30,42.8188,13.1463,8.4,4.7,24/08/2016 11:50
135,2016,8,24,11,59,59,42.8313,13.1403,9,3.46,24/08/2016 11:59
136,2016,8,24,12,1,48,42.8243,13.1705,8.8,2.97,24/08/2016 12:01
137,2016,8,24,12,6,9,42.8327,13.1438,10,3.57,24/08/2016 12:06
138,2016,8,24,12,13,27,42.8282,13.1538,9.7,2.94,24/08/2016 12:13
139,2016,8,24,12,18,26,42.8207,13.1248,7.8,3.39,24/08/2016 12:18
140,2016,8,24,12,42,10,42.8352,13.2543,7,2.66,24/08/2016 12:42
141,2016,8,24,13,0,26,42.8213,13.1547,9.7,2.79,24/08/2016 13:00
142,2016,8,24,13,12,9,42.8047,13.2592,7.8,2.89,24/08/2016 13:12
143,2016,8,24,13,20,3,42.8192,13.2235,7.8,2.8,24/08/2016 13:20
144,2016,8,24,13,23,51,42.8095,13.243,7.3,2.58,24/08/2016 13:23
145,2016,8,24,13,33,13,42.6888,13.3113,5.5,3.13,24/08/2016 13:33
146,2016,8,24,13,49,40,42.6115,13.3178,10.1,2.6,24/08/2016 13:49
147,2016,8,24,13,55,1,42.6073,13.2627,11.1,2.5,24/08/2016 13:55
148,2016,8,24,13,55,41,42.7845,13.1757,7.3,2.67,24/08/2016 13:55
149,2016,8,24,14,2,20,42.7992,13.253,8.3,3.91,24/08/2016 14:02
150,2016,8,24,14,3,30,42.801,13.179,10,3.2,24/08/2016 14:03
151,2016,8,24,14,28,45,42.8093,13.1982,9.6,2.68,24/08/2016 14:28
152,2016,8,24,14,39,44,42.8048,13.2123,9.1,2.62,24/08/2016 14:39
153,2016,8,24,14,45,10,42.7288,13.1973,8.5,3.21,24/08/2016 14:45
154,2016,8,24,15,2,21,42.6313,13.3142,9.8,2.69,24/08/2016 15:02
155,2016,8,24,15,39,27,42.7973,13.2405,8.9,3.1,24/08/2016 15:39
156,2016,8,24,16,34,47,42.7352,13.2375,9.4,3.06,24/08/2016 16:34
157,2016,8,24,16,37,11,42.765,13.1537,9.1,2.51,24/08/2016 16:37
158,2016,8,24,16,39,53,42.7247,13.2032,8.6,2.68,24/08/2016 16:39
159,2016,8,24,16,54,29,42.6207,13.2848,7.1,2.61,24/08/2016 16:54
160,2016,8,24,16,57,21,42.665,13.3062,7.3,2.62,24/08/2016 16:57
161,2016,8,24,17,29,53,42.6055,13.2763,10.4,2.93,24/08/2016 17:29
162,2016,8,24,17,37,8,42.803,13.1897,6.1,2.71,24/08/2016 17:37
163,2016,8,24,17,38,0,42.8012,13.2493,7.5,3.01,24/08/2016 17:38
164,2016,8,24,17,46,9,42.6628,13.2222,10,4.4,24/08/2016 17:46
165,2016,8,24,17,49,56,42.7593,13.2487,7.8,2.5,24/08/2016 17:49
166,2016,8,24,17,54,34,42.6182,13.2412,11.2,2.68,24/08/2016 17:54
167,2016,8,24,17,55,23,42.8043,13.2458,8.7,2.87,24/08/2016 17:55
168,2016,8,24,17,56,16,42.7968,13.2312,9.3,2.89,24/08/2016 17:56
169,2016,8,24,18,8,3,42.845,13.1123,8.4,2.72,24/08/2016 18:08
170,2016,8,24,18,36,6,42.6887,13.166,10.2,3.13,24/08/2016 18:36
171,2016,8,24,18,37,53,42.6517,13.2262,10.5,2.7,24/08/2016 18:37
172,2016,8,24,18,42,30,42.7757,13.1663,10,3.14,24/08/2016 18:42
173,2016,8,24,18,58,41,42.7898,13.1903,8.9,2.77,24/08/2016 18:58
174,2016,8,24,19,10,18,42.6502,13.2383,10.6,2.79,24/08/2016 19:10
175,2016,8,24,19,22,49,42.646,13.2422,12.2,2.54,24/08/2016 19:22
176,2016,8,24,19,26,2,42.8012,13.2107,8.8,2.75,24/08/2016 19:26
177,2016,8,24,19,38,0,42.7897,13.2163,7.8,2.67,24/08/2016 19:38
178,2016,8,24,20,14,29,42.7757,13.1608,8.2,2.68,24/08/2016 20:14
179,2016,8,24,20,16,29,42.785,13.2188,10.3,2.65,24/08/2016 20:16
180,2016,8,24,20,21,35,42.7815,13.1542,8.3,3.63,24/08/2016 20:21
181,2016,8,24,21,5,51,42.7778,13.1855,9.3,2.82,24/08/2016 21:05
182,2016,8,24,21,27,48,42.7587,13.1047,8.4,2.86,24/08/2016 21:27
183,2016,8,24,21,45,44,42.8038,13.1722,10.1,3.1,24/08/2016 21:45
184,2016,8,24,22,57,19,42.7288,13.2393,10.8,2.68,24/08/2016 22:57
185,2016,8,24,23,22,5,42.6478,13.2127,11.2,3.83,24/08/2016 23:22
186,2016,8,24,23,24,55,42.7505,13.2323,9.4,3.39,24/08/2016 23:24
187,2016,8,24,23,32,10,42.6638,13.226,5.8,2.85,24/08/2016 23:32
188,2016,8,24,23,32,10,42.6577,13.2478,4.9,2.85,24/08/2016 23:32
189,2016,8,24,23,32,10,42.6377,13.2242,10.1,2.83,24/08/2016 23:32
190,2016,8,24,23,59,36,42.8287,13.2512,7.9,2.67,24/08/2016 23:59
191,2016,8,25,0,12,34,42.6063,13.3035,11.1,2.85,25/08/2016 00:12
192,2016,8,25,0,17,2,42.6202,13.2968,7.8,2.55,25/08/2016 00:17
193,2016,8,25,0,32,38,42.6413,13.2127,10.1,2.69,25/08/2016 00:32
194,2016,8,25,1,21,25,42.8063,13.1493,8.8,2.72,25/08/2016 01:21
195,2016,8,25,1,21,25,42.8085,13.1547,9.6,2.67,25/08/2016 01:21
196,2016,8,25,1,51,57,42.962,13.1595,9.3,2.65,25/08/2016 01:51
197,2016,8,25,1,52,15,42.8392,13.2097,8.5,2.69,25/08/2016 01:52
198,2016,8,25,2,29,13,42.7632,13.116,8.3,2.69,25/08/2016 02:29
199,2016,8,25,3,10,57,42.8312,13.1538,9.7,2.57,25/08/2016 03:10
200,2016,8,25,3,17,16,42.7527,13.2082,9.5,4.48,25/08/2016 03:17
201,2016,8,25,3,30,31,42.8625,13.0177,10.6,2.58,25/08/2016 03:30
202,2016,8,25,4,12,11,42.6913,13.2343,10.2,3.32,25/08/2016 04:12
203,2016,8,25,4,13,26,42.6148,13.2938,6.8,2.94,25/08/2016 04:13
204,2016,8,25,4,46,20,42.7953,13.2033,9,2.64,25/08/2016 04:46
205,2016,8,25,4,51,40,42.6183,13.3343,13.3,3.93,25/08/2016 04:51
206,2016,8,25,4,53,21,42.812,13.2123,8.4,2.8,25/08/2016 04:53
207,2016,8,25,4,56,57,42.7905,13.2153,7.9,2.86,25/08/2016 04:56
208,2016,8,25,6,32,23,42.6158,13.2768,11.5,2.63,25/08/2016 06:32
209,2016,8,25,6,51,47,42.6218,13.2183,9.9,2.66,25/08/2016 06:51
210,2016,8,25,7,3,16,42.8742,13.2278,8.1,2.73,25/08/2016 07:03
211,2016,8,25,7,8,4,42.7488,13.2178,9.9,2.6,25/08/2016 07:08
212,2016,8,25,8,21,32,42.6532,13.2873,6.7,2.66,25/08/2016 08:21
213,2016,8,25,8,21,52,42.8352,13.2547,8.4,2.77,25/08/2016 08:21
214,2016,8,25,8,27,6,42.7393,13.2198,10.4,2.57,25/08/2016 08:27
215,2016,8,25,8,59,37,42.6137,13.3032,6.9,3.17,25/08/2016 08:59
216,2016,8,25,10,46,0,42.7405,13.1342,9.7,2.53,25/08/2016 10:46
217,2016,8,25,11,21,59,42.8123,13.1763,10.3,2.78,25/08/2016 11:21
218,2016,8,25,12,21,58,42.6132,13.2522,10.7,3.22,25/08/2016 12:21
219,2016,8,25,12,36,5,42.5957,13.2902,10,4.33,25/08/2016 12:36
220,2016,8,25,12,39,19,42.7693,13.1258,10.7,2.7,25/08/2016 12:39
221,2016,8,25,12,47,55,42.623,13.2915,7.2,2.75,25/08/2016 12:47
222,2016,8,25,13,9,53,42.621,13.2883,8.2,2.68,25/08/2016 13:09
223,2016,8,25,13,34,55,42.605,13.294,9.6,2.81,25/08/2016 13:34
224,2016,8,25,14,17,18,42.7773,13.1187,8.1,2.65,25/08/2016 14:17
225,2016,8,25,15,22,29,42.8432,13.2212,7.8,2.88,25/08/2016 15:22
226,2016,8,25,15,32,53,42.6863,13.2095,10.3,2.51,25/08/2016 15:32
227,2016,8,25,16,23,44,42.8088,13.2493,9,2.72,25/08/2016 16:23
228,2016,8,25,17,31,10,42.8108,13.2493,7.3,2.66,25/08/2016 17:31
229,2016,8,25,18,29,8,42.63,13.3088,7.6,2.76,25/08/2016 18:29
230,2016,8,25,19,40,44,42.5908,13.2883,10.4,3.33,25/08/2016 19:40
231,2016,8,25,19,48,49,42.6062,13.2968,9.6,2.62,25/08/2016 19:48
232,2016,8,25,21,6,6,42.6408,13.2913,8.3,2.73,25/08/2016 21:06
233,2016,8,25,21,14,24,42.6237,13.2902,7.9,2.56,25/08/2016 21:14
234,2016,8,25,21,27,19,42.6038,13.2507,10.7,2.54,25/08/2016 21:27
235,2016,8,25,22,13,6,42.7365,13.3098,19.3,2.55,25/08/2016 22:13
236,2016,8,25,22,46,23,42.8118,13.2147,9.3,2.82,25/08/2016 22:46
237,2016,8,25,23,48,46,42.7852,13.1867,9.8,3.35,25/08/2016 23:48
238,2016,8,25,23,49,55,42.7968,13.2355,7.5,3.62,25/08/2016 23:49
239,2016,8,26,0,4,9,42.6667,13.2873,10.2,3.75,26/08/2016 00:04
240,2016,8,26,2,35,25,42.8063,13.1567,8.7,2.71,26/08/2016 02:35
241,2016,8,26,3,8,51,42.6193,13.3087,9.1,2.51,26/08/2016 03:08
242,2016,8,26,4,8,3,42.6975,13.2305,10.7,3.04,26/08/2016 04:08
243,2016,8,26,4,21,9,42.6153,13.2952,7.5,3.04,26/08/2016 04:21
244,2016,8,26,4,28,25,42.6003,13.2895,10.9,4.8,26/08/2016 04:28
245,2016,8,26,4,33,57,42.6183,13.2987,7,2.64,26/08/2016 04:33
246,2016,8,26,4,35,51,42.7177,13.2668,10.1,2.66,26/08/2016 04:35
247,2016,8,26,4,41,21,42.623,13.2982,10.7,2.82,26/08/2016 04:41
248,2016,8,26,4,42,2,42.619,13.3032,9.8,2.67,26/08/2016 04:42
249,2016,8,26,4,45,2,42.6095,13.2793,5.4,2.52,26/08/2016 04:45
250,2016,8,26,4,56,12,42.6105,13.3022,6.1,2.53,26/08/2016 04:56
251,2016,8,26,5,3,51,42.6075,13.3147,9.2,2.71,26/08/2016 05:03
252,2016,8,26,5,8,30,42.7778,13.1587,9.8,3.22,26/08/2016 05:08
253,2016,8,26,5,8,54,42.6188,13.2985,7.5,3.27,26/08/2016 05:08
254,2016,8,26,5,17,5,42.7528,13.2125,9.8,3.41,26/08/2016 05:17
255,2016,8,26,5,26,26,42.6217,13.3032,6.7,2.63,26/08/2016 05:26
256,2016,8,26,5,26,59,42.8083,13.147,9.7,2.81,26/08/2016 05:26
257,2016,8,26,5,32,52,42.7668,13.1495,7.9,3.47,26/08/2016 05:32
258,2016,8,26,5,45,7,42.5985,13.2975,7.3,2.75,26/08/2016 05:45
259,2016,8,26,5,50,34,42.6298,13.2967,6.8,3.09,26/08/2016 05:50
260,2016,8,26,5,51,17,42.5673,13.2887,10.2,2.96,26/08/2016 05:51
261,2016,8,26,7,18,57,42.6167,13.2998,6.7,2.61,26/08/2016 07:18
262,2016,8,26,7,29,5,42.7882,13.2142,10,2.67,26/08/2016 07:29
263,2016,8,26,8,14,5,42.6117,13.2973,7.8,2.74,26/08/2016 08:14
264,2016,8,26,9,24,10,42.7792,13.1785,9.8,2.84,26/08/2016 09:24
265,2016,8,26,9,39,53,42.7967,13.2152,9.1,2.5,26/08/2016 09:39
266,2016,8,26,10,49,48,42.5705,13.4015,9.4,2.59,26/08/2016 10:49
267,2016,8,26,10,52,25,42.6218,13.2807,10.4,2.59,26/08/2016 10:52
268,2016,8,26,10,52,48,42.7463,13.2083,8.7,2.57,26/08/2016 10:52
269,2016,8,26,11,6,44,42.6143,13.304,10.5,3,26/08/2016 11:06
270,2016,8,26,12,8,1,42.7922,13.2373,7,2.79,26/08/2016 12:08
271,2016,8,26,12,8,57,42.6092,13.3017,8.7,2.69,26/08/2016 12:08
272,2016,8,26,13,47,32,42.8345,13.2172,8.3,2.6,26/08/2016 13:47
273,2016,8,26,14,33,40,42.6687,13.2097,14.8,2.77,26/08/2016 14:33
274,2016,8,26,15,16,23,42.6017,13.2925,7.3,3,26/08/2016 15:16
275,2016,8,26,16,4,15,42.5883,13.2957,8.5,2.88,26/08/2016 16:04
276,2016,8,26,16,5,29,42.6927,13.1477,9.9,3.79,26/08/2016 16:05
277,2016,8,26,16,9,18,42.5993,13.298,6.7,2.69,26/08/2016 16:09
278,2016,8,26,17,11,55,42.6412,13.2992,10.9,2.79,26/08/2016 17:11
279,2016,8,26,17,37,11,42.586,13.2965,9,2.54,26/08/2016 17:37
280,2016,8,26,18,15,4,42.5902,13.3012,8.3,2.66,26/08/2016 18:15
281,2016,8,26,18,51,38,42.6862,13.1742,10,2.82,26/08/2016 18:51
282,2016,8,26,18,52,7,42.6127,13.2953,7.7,2.77,26/08/2016 18:52
283,2016,8,26,19,3,17,42.6398,13.3157,7.9,2.53,26/08/2016 19:03
284,2016,8,26,19,43,20,42.6517,13.2512,11.1,2.62,26/08/2016 19:43
285,2016,8,26,20,23,46,42.7388,13.1798,9.5,2.62,26/08/2016 20:23
286,2016,8,26,20,26,28,42.793,13.1303,8,2.83,26/08/2016 20:26
287,2016,8,26,20,49,12,42.794,13.1532,10.1,3.2,26/08/2016 20:49
288,2016,8,26,20,51,50,42.7373,13.1692,10.2,2.57,26/08/2016 20:51
289,2016,8,26,21,44,6,42.5958,13.2798,7.6,2.58,26/08/2016 21:44
290,2016,8,26,22,29,0,42.8467,13.2177,8.8,2.79,26/08/2016 22:29
291,2016,8,26,23,13,36,42.8423,13.2577,8.1,3.18,26/08/2016 23:13
292,2016,8,27,1,26,39,42.8362,13.2453,9.1,3.72,27/08/2016 01:26
293,2016,8,27,2,49,22,42.744,13.2627,10.3,2.7,27/08/2016 02:49
294,2016,8,27,2,50,59,42.8392,13.2488,8.2,4.02,27/08/2016 02:50
295,2016,8,27,2,52,23,42.6158,13.31,9.7,3.02,27/08/2016 02:52
296,2016,8,27,3,0,7,42.8415,13.2467,8.8,2.94,27/08/2016 03:00
297,2016,8,27,3,0,54,42.8402,13.2473,8.1,3.06,27/08/2016 03:00
298,2016,8,27,3,30,10,42.7367,13.1903,10.1,2.77,27/08/2016 03:30
299,2016,8,27,4,56,44,42.7487,13.2477,10.1,2.88,27/08/2016 04:56
300,2016,8,27,6,8,29,42.8383,13.2357,7.2,3.26,27/08/2016 06:08
301,2016,8,27,6,20,30,42.5475,13.3098,16.3,3.44,27/08/2016 06:20
302,2016,8,27,7,14,2,42.8483,13.246,8.9,2.82,27/08/2016 07:14
303,2016,8,27,7,36,7,42.6277,13.2943,8.1,2.67,27/08/2016 07:36
304,2016,8,27,7,44,12,42.7658,13.2272,8.7,3.02,27/08/2016 07:44
305,2016,8,27,7,54,24,42.8347,13.2407,8.1,2.61,27/08/2016 07:54
306,2016,8,27,8,27,16,42.4653,13.2447,11,2.81,27/08/2016 08:27
307,2016,8,27,8,30,50,42.8157,13.2393,9.3,2.76,27/08/2016 08:30
308,2016,8,27,8,31,43,42.5987,13.2758,10.3,2.7,27/08/2016 08:31
309,2016,8,27,9,41,38,42.7925,13.1815,8.6,3.18,27/08/2016 09:41
310,2016,8,27,9,43,17,42.7712,13.2282,8.2,2.51,27/08/2016 09:43
311,2016,8,27,10,25,54,42.8357,13.165,8.3,2.68,27/08/2016 10:25
312,2016,8,27,10,40,14,42.8382,13.2462,6.8,3.58,27/08/2016 10:40
313,2016,8,27,11,9,48,42.6132,13.3283,10.6,2.5,27/08/2016 11:09
314,2016,8,27,12,56,39,42.7192,13.2572,10.2,2.72,27/08/2016 12:56
315,2016,8,27,15,2,22,42.771,13.1148,7.1,2.58,27/08/2016 15:02
316,2016,8,27,16,55,30,42.8258,13.1467,9.7,2.67,27/08/2016 16:55
317,2016,8,27,17,50,27,42.8132,13.2083,10.8,2.78,27/08/2016 17:50
318,2016,8,27,21,13,11,42.6067,13.2983,10.1,2.87,27/08/2016 21:13
319,2016,8,27,21,26,57,42.6557,13.3328,10.4,2.75,27/08/2016 21:26
