"ts" "mags" "x" "y" "gen" "cat.idx"
0.000104985581902012 3.04654465868558 13.2295208712436 42.7046486200796 0 1
0.0141524621180785 3.46987027840047 13.221140787422 42.69159739115 0 1
0.0321423888853416 3.07244047396362 13.234354357548 42.6916181994632 2 1
0.052406507651323 3.03303106941441 13.2162114930399 42.707742075383 0 1
0.0952261728234589 3.15197609915236 13.3561585356937 42.4577759767604 1 1
0.103357976262222 3.25678859610529 13.2256670939868 42.693335820238 0 1
0.117793232709318 5.20921759319269 13.2172200129116 42.7096607496136 0 1
0.154269922967485 3.12380542452607 13.2295293096995 42.7167222289809 2 1
0.166857946142009 3.98868537583637 13.2098595332058 42.7243635599586 2 1
0.177348563205084 3.82611515637852 13.2135717374037 42.7095592936761 2 1
0.254212595092503 3.1778838423815 13.2149974420245 42.7257955808012 3 1
0.337798828917939 3.0421500465321 13.2333301161416 42.6903891141687 3 1
0.368127642908845 3.29612304166066 13.2279467869667 42.7044826688964 0 1
0.385414715492911 3.24603140704804 13.2214868209901 42.7001630369301 0 1
0.398380979885498 3.32873434660055 13.2308027638733 42.7083982945128 2 1
0.523414243638761 3.66641431732397 13.2140901317815 42.7098756344134 0 1
0.624807302955219 3.2467959866679 13.2212069805475 42.7053276316543 2 1
0.732740355925718 3.22055623637113 13.2183467687276 42.7211614253187 3 1
0.751547759443521 3.10106854454967 13.2121448757481 42.701771803548 4 1
0.919317098750981 3.86964829807722 13.2250474714276 42.706511413026 0 1
0.926688303027191 3.31730641573787 13.2301503723927 42.7056782795408 2 1
1.76954639740591 3.16581040189111 13.2308699571163 42.6900216404749 2 1
1.8157959488734 3.30863439256024 13.2050590391794 42.7103744447177 2 1
1.97755215875804 3.55439936438784 13.2353973021208 42.6176789117739 1 1
2.02561052095681 3.89733062713375 13.198501485444 42.6972518065191 3 1
2.28373061409416 3.06125542850719 13.1974978283424 42.6871851973458 4 1
2.34125982989748 3.12588943684491 13.2168695481964 42.7088221689225 0 1
2.34583900077487 3.38498886090291 13.2181543002089 42.7160491168879 2 1
2.34944526481823 3.00180604537469 13.2195541153499 42.7164057950338 3 1
2.41708497889878 3.53079822613602 13.2259044221759 42.7132235423246 4 1
2.50503576169049 3.32803363963301 13.2181096274993 42.7104654884093 2 1
2.58779466834342 3.43883747213672 13.2261753681944 42.7074234160035 4 1
2.77174508927805 3.30977754904536 13.21815703853 42.7276352895175 2 1
3.25326147614469 3.18762412365963 13.2097546315131 42.7206100530522 3 1
5.1672932586594 3.86902507031629 13.205814599971 42.7209191395676 3 1
5.30641336557204 2.99069728251274 13.195110219505 42.7198181869404 4 1
5.50272597088127 3.26416463262284 13.2171777959464 42.7176182732246 4 1
5.52766264905222 3.27985130171419 13.0679446795758 43.0463527630631 1 1
5.56858264879881 3.3664994213944 13.2017838049155 42.7232094613375 4 1
5.587078621206 3.74992597561774 13.1958114038671 42.7252318768081 4 1
5.59212096043161 3.27844631612097 13.211369394819 42.7041922603484 4 1
5.59835700797336 3.16562971145789 13.0588510884413 43.0486442004994 2 1
5.72008211923308 3.22292767393109 13.2093606778645 42.72332761789 5 1
5.75648718808006 3.55492791566543 13.2039785950878 42.7186252234867 6 1
5.76253546091015 2.99209554609612 13.208714335161 42.7101727094036 7 1
5.77276198212961 3.54530662200589 13.214824051675 42.7233325135513 4 1
5.83839303510084 4.30140225305351 13.2018148428121 42.7284342072867 5 1
6.38886781007611 4.52036925887649 13.2120837200878 42.6908889219828 5 1
6.44009963357341 3.08817735983823 13.2171510283467 42.6918154661955 6 1
6.50680958850702 4.02744105149754 13.2037402823132 42.7217350644029 5 1
6.69452593852037 3.71416616407251 13.2000809264883 42.6985236666664 6 1
1.15740740740741e-05 6.01 13.2232 42.7063 0 1
0.0141405288191449 3.02789670682177 13.2246692148097 42.7097307431342 0 2
0.0302666205630753 3.14257812660626 13.2222471515816 42.7078200635272 0 2
0.0315048138750954 3.30422517853816 13.2270783308218 42.6974518471503 0 2
0.0535310525302721 3.18283691166648 13.2431982346395 42.710169768306 2 2
0.0682820545335955 3.56539044659544 13.2309922569409 42.7142182381941 2 2
0.0938709808463283 3.39701751238383 13.2220506106202 42.7090145314475 2 2
0.290813737811891 3.27342850899822 13.2334885397722 42.7034230792501 2 2
0.959980872798932 4.04134518903231 13.2083505379607 42.7089310008499 0 2
1.0348397601258 3.03227707721376 13.2058516302118 42.7105150349043 2 2
2.09694080099014 3.58994295780968 13.2409691200324 42.70149261942 2 2
3.69630050798878 3.63248892115321 13.0130574114107 43.0209318949783 1 2
3.75055804071819 3.20939390839963 13.0188303520586 43.0333360025827 2 2
4.439665927886 3.06376424760696 13.2574953285308 42.6890702959525 3 2
1.15740740740741e-05 6.01 13.2232 42.7063 0 2
0.0223842877151009 3.09463305813358 13.2202510463324 42.7127226065938 0 3
0.0487791519303299 3.04127845097269 13.2378815771364 42.7122778048178 0 3
0.0507744520565414 3.64187184603653 13.237845267506 42.7041527517471 0 3
0.0550680448461706 3.49101523581851 13.2232558749741 42.7243771177823 0 3
0.0600013990160438 3.01947073556727 13.2271713882344 42.7051359992007 0 3
0.0676903970796868 3.37483444167127 13.222365438101 42.6995651484008 0 3
0.0710006293438958 3.00583142700292 13.2180610581844 42.720807139253 2 3
0.0843711705818297 3.54018120321429 13.2256393829905 42.7313393162963 2 3
0.0888743331927589 3.12954074463466 13.2181315138783 42.7204283526972 0 3
0.168439204814425 4.1700755233417 13.210149600206 42.7255351564044 2 3
0.215573369115856 3.00867753358477 13.2425547632852 42.703493450305 0 3
0.221875526076758 3.00943041200243 13.2262210065988 42.6960293856472 2 3
0.241958235745068 3.15772792955426 13.2139995832001 42.6998125769644 0 3
0.281040090136117 3.21915117919679 13.213158930867 42.7097218815804 0 3
0.283502683562466 3.32542004205094 13.2251275503957 42.7169638391357 3 3
0.321827438666719 3.03077117561039 13.2211246083026 42.730250636663 3 3
0.358281797718347 3.203344146798 13.220265460494 42.7150357637176 4 3
0.372306779782344 3.14643036661472 13.203035918247 42.724518578848 3 3
0.425477019374341 3.74391233611073 13.2092637629106 42.7345309590268 3 3
0.505509468292753 3.93043464515683 13.2221979819238 42.7026479772018 2 3
0.510980041040248 3.08449830820186 13.2190828214196 42.7115855719229 3 3
1.372135515496 3.46461454804671 13.227122595558 42.7013965681387 0 3
1.39933405760486 2.99133230279678 13.2096834031482 42.6980274623125 2 3
1.47202935106807 3.07155928237956 13.229961103444 42.7166296709184 2 3
1.5727671742481 3.36015570636563 13.2136263627659 42.6983900649379 3 3
1.67166326572008 3.62939201983928 13.2029830975254 42.6801803431637 4 3
1.85312748807182 3.16308859283392 13.2406476775237 42.7083467950166 2 3
1.8541118973539 4.16735703108435 13.2466547459429 42.7115633674953 3 3
1.97238362272303 3.50263123298298 13.2301005385108 42.7303428413194 3 3
2.2775749945452 3.08287994645112 13.2221390984671 42.722396237175 4 3
2.47153882891871 3.02834709201069 13.2832554661176 42.8184578618606 1 3
3.39801082969504 3.41128731467812 13.2849845398936 42.8112519705892 2 3
3.53157367897679 3.25770173458701 13.2852264687001 42.8199264786898 3 3
3.66190366424521 3.10512752931474 13.2249432779008 42.7145052231054 4 3
3.66749292714347 3.1263985145741 13.2319586331224 42.7059438070197 5 3
3.72332771016463 3.55350303798664 13.2430931287461 42.7106849217639 3 3
3.82037346226113 3.05060804923019 13.2259044773046 42.7248365724552 5 3
4.13719366612973 3.69792585712837 13.2236942912153 42.7255813299462 2 3
4.13744078307972 3.18160525938244 13.2320133280983 42.7373000943809 3 3
5.02083506854595 2.99199591097273 13.2160560408144 42.7176938553046 2 3
5.91171585918127 3.1388856428015 13.2141738687136 42.7073685321984 2 3
6.97618681122549 3.10421115774061 13.0552694597011 42.8673688262195 1 3
1.15740740740741e-05 6.01 13.2232 42.7063 0 3
