"x" "y" "ts" "mags" "gen" "cat.idx"
13.2974143348994 42.6276821736835 5.77882462833077 3.96950491468028 1 5
13.3194207740008 42.6150387967419 6.07569102743869 3.7814334480422 2 5
13.116197348032 42.7701218343911 6.53876979812048 3.0077616592323 1 5
12.996978275517 43.0470572396834 2.28278314624913 3.46801988340742 1 6
13.1132752156228 42.968566163616 2.47165321256034 3.70093891888615 1 7
13.1061419462804 42.8067661872006 4.15752516034991 4.67348505007879 1 7
13.1170083640772 42.785646193431 4.15847940253934 3.27367855067204 2 7
13.3016649219723 42.5999630787352 5.45930767944083 3.18954308448454 1 9
13.2943910844964 42.6069686519022 5.46542446517595 3.07174817105187 2 9
13.1461808474606 42.7409308538487 6.68066266807728 3.03120627354141 1 10
13.1440019439768 42.8274362511572 2.32184090442024 3.42594877061024 1 12
13.1993627051135 42.8093865393253 2.35221887234642 3.75163544137236 2 12
13.5245821382761 42.6990204587701 5.2053493980784 3.82227943640865 1 15
13.207536393045 42.8629884405912 5.52099657570943 3.58604075122823 1 15
13.1853091931558 42.8897119981674 5.8077567928237 3.19569300148365 2 15
13.2609181062165 42.523789728249 0.301258621038869 3.33372349434842 1 16
13.1812967225695 42.9063655299176 6.67829639744014 3.03308012741465 1 18
13.0817580494609 42.8612917841005 0.796994214178994 3.71533308296532 1 22
13.0637715743305 42.8669355634786 5.0863958079997 3.05402029521884 2 22
13.07264042743 42.9032122574916 3.26210958068259 3.34411643550555 1 24
13.0959939561824 42.8707316551571 3.28537397770201 3.3789460991459 2 24
13.1862126350994 42.9186271604279 5.91436914424412 3.27135101353385 1 24
13.1788500474782 42.9365421111431 5.92373830657296 3.0354747925444 2 24
13.2226258707163 42.7554677548737 3.56805245485157 3.509039697249 1 25
13.2043740057959 42.9155154946034 1.36659248243086 3.03301922253136 1 27
13.1902729808478 42.9434826888585 1.50378733150973 3.39076422131687 2 27
13.0927080546318 42.8733173314488 2.40850416058674 3.31960523535069 1 27
13.0452769207632 43.0139453846205 2.71932437364012 4.26445303737967 1 28
13.0635377523327 42.9944326414971 2.72418894724481 3.22149911242555 2 28
13.2584293662971 42.6043944663444 5.82923429389484 3.27935022194231 1 31
13.1562347831504 42.875592972074 6.1082473192364 3.01710691764982 1 31
13.0586662481842 43.0279093203671 6.12552923825569 3.05550298434714 1 32
13.0922621122548 43.0082401326619 6.1302024499767 3.09476854640353 2 32
13.1110981305396 42.8204287807859 2.73813112429343 3.28019287900953 1 33
12.9436703497035 43.0455103594502 3.5767678162083 3.74337977952273 1 34
12.9308904774195 43.0095594480671 3.74057962409767 3.21171790944228 2 34
12.9272956591685 43.0190435179641 3.75798606473673 3.00120700330741 3 34
13.1180346522534 42.7687055386405 4.352844909532 3.07766588810203 1 34
13.2228523926514 42.8894626942702 3.73252973775379 3.38148099069093 1 35
13.310714041436 42.5284432555782 5.69052442722023 4.10992858933888 1 35
13.304405441496 42.5329444316378 5.71187066726912 3.08778355616501 2 35
13.319120519513 42.5163792520745 5.73604127665928 3.41732541870877 3 35
13.3067821428638 42.5275472280769 5.79123737771587 3.93740228531553 2 35
13.3062237378609 42.5337817891955 5.83382990274458 3.18977870134232 3 35
13.3029782920071 42.5322008548872 6.1228269745829 3.2214260120419 4 35
13.3227355657903 42.50643415649 6.12447216240523 3.00051581861013 5 35
13.3113121076821 42.5509443693056 6.16120896849958 3.73143889545596 4 35
13.3031461696624 42.4956911117475 6.35248875355123 3.00764062462174 3 35
13.3220588569708 42.5027554108824 6.43140019521015 3.25178564775594 6 35
13.0782214331969 42.9798086804629 0.859600441763178 3.84894499386118 1 36
13.1009692153418 42.9278925373272 1.27106332709081 4.17118900359544 1 36
13.0857715695319 42.9379391277046 1.29159424410139 3.54030201449846 2 36
13.1226804692776 42.9699744329911 1.30011182959747 3.88407549239262 2 36
13.1343588896852 42.9341380464969 1.33094183437904 3.46108347733887 2 36
13.1162684780701 42.8892864731851 1.41478176805335 3.07420511920941 2 36
13.0829507251716 42.9006425147989 1.50856708454482 4.03298838670521 3 36
13.06476554672 42.9559463683035 1.6106500099454 3.33702388673119 3 36
13.1479955008987 42.9424748154694 1.61567650249642 3.09394524377397 3 36
13.1420855420518 42.9154515590688 2.36361305765471 3.25214561964398 2 36
13.1598027863764 42.9410611251464 2.36379383846615 4.04651985438606 3 36
13.1823656120253 42.9407348320219 2.46640428851125 3.28938471004975 4 36
13.0728536067092 42.846407094131 2.82795599473965 3.21814878892629 4 36
13.0998028746365 42.9339109180105 4.11134624841578 3.25386342772631 2 36
13.0857689055729 42.9060682670655 4.98401350634356 3.28311873928124 3 36
