"x" "y" "ts" "mags" "gen" "cat.idx"
13.2554136993751 42.5592251965899 1.06145066209137 3.58749181713667 1 1
13.1188963588599 42.8192660539964 1.37114513781853 3.07833223399957 1 1
13.0676540073398 42.9789453783457 3.52871178044006 3.26962433560994 1 1
13.1707359303616 42.8971061935835 2.84817931428552 3.40068849909781 1 2
13.1828213915006 42.8974993051556 3.08825042800782 3.06295627627235 2 2
13.1929697681926 42.8905319148153 3.23920979637329 3.59222038056062 3 2
13.1901441826022 42.8881857160201 3.54394606318099 3.60225246209119 3 2
13.1492089038225 42.7689528496436 5.75758873042651 3.94610160046656 1 2
13.1430661034515 42.7671469320989 5.80961921685182 3.18753949987739 2 2
13.1842720965808 42.887242341304 6.44540319730991 3.46549443405435 4 2
13.0791590019808 42.9005570541497 1.77048065001145 3.40592051308682 1 3
13.1167602497462 42.8791244570294 1.91466132644564 2.99983462422553 1 3
13.1111124001553 42.8816678012759 1.95070843420682 3.39804405362952 2 3
13.0905925465309 42.8977416760563 2.01832120752078 4.31659359731397 2 3
13.2509743371228 42.7340313741839 1.34946742001921 3.04068824420624 1 4
13.2467723455498 42.7364796466436 2.18588211551734 3.45854971103357 2 4
13.1639094452123 42.9040139935737 5.3242182272952 3.9575704011954 1 4
13.16190696933 42.8998918422112 6.08697365896709 2.9912041702878 2 4
13.1817325743175 42.9020894319424 6.26962306103972 3.78051862199943 2 4
13.1687168776203 42.7457633035997 4.16730267181993 3.63968352484831 1 5
13.2109633113805 42.6217406296975 0.371842567343265 3.25258122490027 1 6
13.0546645432228 42.8097973674839 1.32604200160131 3.96172080388823 1 6
13.0595957733609 42.8098965585056 1.45294462344426 3.19675447829784 2 6
13.0511324270937 42.808764852283 1.53482221082757 3.03196524890297 3 6
13.0354327931008 42.8154331258125 1.54986653757671 3.26411602268599 4 6
13.069340513576 42.790026163043 1.59234609763822 3.62699592891651 3 6
13.0890903324276 42.8023249250234 1.61896294393968 3.17362820463973 4 6
13.0605193123307 42.7964825980756 1.63141239837789 3.85872625398493 4 6
13.0562423077217 42.7952646620596 1.63375069571029 3.78951391900175 5 6
13.058929964404 42.8061177711411 1.68758133797842 3.12484991960457 5 6
13.1013533293372 42.793576154737 1.74227040673107 3.02033601916974 5 6
13.0599560128279 42.7926334044136 2.18014245099294 3.24017261861046 6 6
13.0691946546852 42.7797791533934 3.00926321689267 3.33967519593557 4 6
13.0577222640717 42.7815096601396 3.02523143284585 3.58476130196874 5 6
13.042222169806 42.7870769006254 3.44359758692021 4.76920014247802 6 6
13.0470263241756 42.7778280474597 3.49779924546466 4.37230486490385 7 6
13.0538912701594 42.7781243991684 3.72604245849132 3.06275430055345 8 6
13.052537039944 42.7752758207099 3.76060921007868 3.55006738713608 9 6
13.0479882498081 42.7975544277171 3.97725437440713 3.03600994217839 6 6
13.2951802385674 42.5515162817907 4.3358658622019 3.12095301060413 1 6
13.0518977041218 42.8083712193177 4.48244009246162 3.20991330825489 4 6
13.0440528652714 42.8111903397458 5.42517612573848 3.50399921188653 6 6
13.0381774246263 42.7755320306139 5.77079021695717 3.46320917480569 10 6
13.0308720974661 42.7772401206572 6.76474590009198 3.74295756357736 8 6
13.2055739646649 42.9296739295242 1.26672958512791 3.36424432009164 1 7
13.06895932674 43.0530308403646 1.29291658406146 3.46883177698881 1 7
13.1960850243998 42.9487595989856 1.58796815614077 3.35823612606189 2 7
13.1874345172722 42.941043950948 1.59810601709074 3.31999590672242 3 7
13.1833782227906 42.9586522471092 1.66159024161485 3.30065852993946 3 7
13.1736363573795 42.9481357689296 1.6691980963948 3.96065408128576 4 7
13.1764342035638 42.9512589102244 1.73116574150337 3.84750725318459 4 7
13.1997848832192 42.7321568882658 2.59630267764442 4.12471243487508 1 7
13.1881200799978 42.9613784799706 3.3976520915214 4.77234004981604 4 7
13.1451437460949 42.7499269054819 4.0042972532101 5.4573206586631 1 7
13.1245155742787 42.7430151969905 4.66954335444686 3.29365657369819 2 7
13.1515473635966 42.7683071299505 4.84628321806108 3.19186258475586 2 7
13.1526099664473 42.763314806276 4.86862224416183 3.28674320592144 3 7
13.1535936783582 42.7624356719049 4.87365187260017 4.20330363441642 4 7
13.1578336177329 42.7737554101027 4.88658215185074 3.28839928447304 4 7
13.1982781894887 42.9514091406354 4.90056833512373 3.64784397197981 3 7
13.1816205974248 42.9499202233119 4.98387065213744 4.55309942003375 5 7
13.1799043949082 42.9494791351663 4.992837207697 3.78440813841505 6 7
13.1830148869647 42.9505344869836 5.3186908728716 3.10104038369792 7 7
13.1929119931673 42.938518429133 5.38858876613832 3.67422591690003 8 7
13.1968052234919 42.9378569375113 5.39278201584054 3.31603784922299 9 7
13.1401041094319 42.740624739448 0.934117702534422 3.30595560188783 1 9
13.1349919271804 42.7365563908571 1.16963992798198 2.99434076398546 2 9
13.1390798835207 43.0210345562443 0.52689588139765 3.14434144365003 1 10
13.1852310416022 42.8155816615432 2.50746904150583 3.14544146266575 1 10
13.1897136401699 42.8110801599421 2.86531164297378 3.64789845933112 2 10
13.1324519762085 42.9676148180146 5.68215222656727 3.37266010286771 1 10
13.1261998578523 43.034955626863 6.60400795284659 3.98018456197088 1 10
13.117824805633 43.03416487133 6.6221682750143 4.44173830755193 2 10
13.1113507100924 43.0341118543713 6.66293773364165 4.36553442110059 3 10
13.1265674348755 43.0428098860557 6.68340844166553 3.12028390727309 3 10
13.1114479371977 43.0229385418043 6.71721172888139 3.39645352707066 3 10
13.1112989361816 43.0326239088494 6.75318283295398 3.7004322095119 3 10
13.085108969465 42.9839116725669 0.197604636661708 3.16550422657958 1 11
13.2572236753989 42.5228822403652 0.227311128750443 3.23775706610287 1 11
13.0887783751957 42.9787178492698 0.697075398661287 3.01103232141761 2 11
13.2607143461755 42.5326550415669 5.47791861462706 3.14147277156171 2 11
13.2755992465219 42.5570297151153 6.85573433199897 3.98643709889159 1 11
13.160770468159 42.7894537816942 2.00293571781367 3.59222964027883 1 13
13.0312654928757 42.9638621241181 0.557364725740626 3.73692020182529 1 14
13.0213088261647 42.9374864547303 2.36368472630987 3.15631051318094 2 14
13.0238298752816 42.9997243221786 3.36113707581535 3.24643398583637 1 14
13.0404086067731 42.9369825466746 5.68127836077474 3.09559188800624 1 14
13.1744986898366 42.8679725675052 5.74707922525704 3.21042248927443 1 14
13.0113934259629 42.8222239558679 2.42768823937513 3.21856452955897 1 15
13.0198367523479 42.8403134704937 5.74544610785905 3.18335919536989 2 15
13.1797977223607 42.8997034551087 2.3567075424362 3.31878239124642 1 16
13.0623867595089 43.0078503089992 4.20896101091057 3.0998093478495 1 17
13.090292098116 43.0454630572175 5.84768510772847 3.20356374716062 1 17
13.0819805716132 43.0499960197406 5.95590088832305 3.61030297077947 2 17
13.1104148984862 42.965665464094 0.302468495909125 3.29465415545738 1 18
13.1102427264381 42.9781246233429 0.571174404912615 3.13596914133738 2 18
13.119277973197 42.9686103953708 0.790674333070325 4.62123560741083 3 18
13.1202660857469 42.9623505769935 0.808462567103118 3.20837950566648 4 18
13.13200307967 42.9640903797279 0.819770232906909 3.50802017076022 4 18
13.1252925866178 42.973175456149 0.83609178145837 3.07777944250491 5 18
13.1244565002808 42.9645680677876 0.849527803954592 3.45209792087176 5 18
13.1250823787528 42.9738558673756 0.908513865287637 4.25505883555767 6 18
13.1280007417043 42.9662774564687 0.942253075199077 3.03152829652192 5 18
13.125150264711 42.9553631490357 1.21740870820356 3.30060271117408 3 18
13.1240504206862 42.9721097575777 1.80252982881755 3.39149640703033 4 18
13.1269915831601 42.9672436274242 1.90220982102043 3.2504642102308 5 18
13.1319965024694 42.9705260568844 1.93870493397255 3.29595350557032 6 18
13.1144346173276 42.9769089185301 1.97721210347097 4.37515713294434 5 18
13.1114717027352 42.9379758341382 2.0524793720765 3.03603013406511 6 18
13.1367779993677 42.9668058601577 3.97394334075709 3.22014228613908 5 18
13.1958403132698 42.9214372051892 4.96662277472205 3.1948691259267 1 18
